taxonID;acceptedNameUsageID;scientificName;taxonRank;nameAccordingToID;nameAccordingTo;kingdom;phylum;class;order
3563338;;Caloceraceae Rea;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3554348;;Caloplacaceae Zahlbr.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3297553;;Caloplacomycetaceae E.A. Thomas;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3300093;;Caloporaceae Bondartseva;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3272687;;Calosporaceae Nitschke;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3273892;;Camarophyllaceae Locq.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3270218;;Camarosporiaceae Locq.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3299832;;Candelabraceae Locq.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3563317;;Candidaceae S. Goldst.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3283075;;Carpobolaceae Dumort.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3309349;;Catathelasmataceae Wasser;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3299823;;Catenulariaceae Locq.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3567293;;Caulescentes Ach.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3306326;;Cauloglossaceae Locq.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3295598;;Cejpomycetaceae Jülich;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3567499;;Celidiaceae J. Schröt.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3553794;;Cenangiaceae Rehm;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3289330;;Cenococcaceae Tul. & C. Tul.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3274582;;Cenomycetaceae Chevall.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3299815;;Centrosporaceae Locq.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3558585;;Cephalidaceae A. Fisch.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3566643;;Cephaliophoraceae Locq.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3555871;;Cephalocladiaceae Corda;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3555864;;Cephaloidei Ach.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3555858;;Cephalosporiaceae Dumort.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3286878;;Ceratocladiaceae Corda;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3302665;;Ceratosporiaceae Nann.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3274165;;Cercosporaceae Nann.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3292399;;Cercosporellaceae Nann.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3272241;;Cetradoniaceae J.C. Wei & Ahti;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3567303;;Chaetocalathaceae Locq.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3295577;;Chaetodermataceae Jülich;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3564053;;Chaetomidiaceae Locq.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3274724;;Chaetomycetaceae Locq.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3284425;;Chaetopatellaceae Locq.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3295568;;Chaetoporellaceae Jülich;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3309580;;Chaetostromataceae Nann.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3287287;;Chalaraceae Nann.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3556162;;Chamaeotaceae Locq.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3557487;;Chamonixiaceae Jülich;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3554713;;Chiodectonaceae Zahlbr.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3552675;;Chlamydomycetaceae Locq.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3305804;;Chlamydopaceae Locq.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3295731;;Chlamydozymaceae Wick.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3307809;;Chloridiaceae Nann.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3305681;;Chondrogastraceae Locq.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3307489;;Chromosporiaceae Nann.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3557480;;Chrysoconiaceae Jülich;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3561308;;Chrysoglutenaceae Jatta;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3308574;;Chrysomyxaceae Gäum. ex Leppik;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3309540;;Ciboriaceae Boud.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3290550;;Cicinnobellaceae Cif.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3286867;;Cienkowskiaceae Rostaf. ex Cooke;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3309532;;Ciglidiaceae Chevall.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3309521;;Ciliariaceae Boud.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3307355;;Circinoconiaceae Locq.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3272613;;Cladoniomycetaceae E.A. Thomas;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3280376;;Cladorhinaceae Locq.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3563978;;Clasterosporiaceae Nann.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3563959;;Clathrinaceae P.A. Duvign.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3563952;;Clathroporinaceae Vezda ex Poelt;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3295216;;Clathroptychiaceae Rostaf. ex Cooke;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3567035;;Clathrosphaerinaceae Locq.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3295562;;Clavarichaetaceae Jülich;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3563927;;Clavicoronaceae Corner;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3299378;;Clavogastraceae Locq.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3272516;;Clavuliciaceae R.T. Moore;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3302214;;Clematomycetaceae Locq.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3295554;;Climacodontaceae Jülich;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3563906;;Clitocybaceae Roze;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3309510;;Clitopilaceae P.D. Orton;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3309792;;Coccidioidaceae Cif.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3309438;;Coemansiaceae Vuill.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3297455;;Coenogoniomycetaceae E.A. Thomas;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3295270;;Coenoniaceae Raper ex Locq.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3309412;;Coenothalami Ach.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3296245;;Collematomycetaceae E.A. Thomas;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3282113;;Collodermataceae Lister;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3296230;;Collybiaceae Roze;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3566763;;Comatosporaceae Locq.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3564220;;Comatrichaceae Locq.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3302200;;Compsomycetaceae Locq.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3297659;;Configurati Bonord.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3296466;;Conidiascaceae Locq.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3299630;;Conidiosporaceae M. Ota & Langeron;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3296222;;Coniocarpaceae Rchb.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3301224;;Coniochaetidiaceae Locq.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3296193;;Coniomycetaceae Berk.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3297700;;Coniophyllaceae Zahlbr.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3296177;;Coniosporiaceae Nann.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3296165;;Coniotheciaceae Earle;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3557445;;Conochitinaceae Eisenack;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3567532;;Conocybaceae Locq.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3296148;;Conopleaceae Chevall.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3272704;;Coprinogastraceae Malençon;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3563297;;Coraceae Tomas. ex Tomas.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3297444;;Coraemycetaceae Cif. & Tomas.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3289929;;Cordanaceae Nann.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3563286;;Cordieritidaceae Sacc.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3564222;;Cordituberaceae Locq.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3563279;;Coremiaceae Nann.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3307143;;Coremiellaceae Locq.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3298624;;Coreomycetaceae Locq.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3300321;;Corethromycetaceae Locq.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3292006;;Coriolaceae Singer;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3563264;;Corneromycetaceae Jülich;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3563237;;Coronellaceae Vuill.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3293471;;Corrugariaceae Locq.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3306360;;Coryneaceae Corda;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3297842;;Coryneliosporaceae Locq.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3297835;;Corynesporaceae Locq.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3286792;;Corynitaceae Kalchbr.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3286774;;Craterellaceae Herter;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3556123;;Crateriaceae Corda;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3286753;;Crateroideaceae Rchb.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3290253;;Crateromycetaceae Locq.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3560064;;Creammopiosporaceae Locq.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3565716;;Creamsasporaceae Locq.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3561724;;Creamsporaceae Locq.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3286688;;Cribritaceae Locq., D. Pons & Sal.-Cheb.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3565266;;Crinipellidaceae Locq.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3295535;;Cristiniaceae Jülich;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3297831;;Cristulariellaceae Locq.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3554857;;Crustaceae Scop.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3307254;;Cryptoclynei Lév.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3287055;;Cryptomphalinaceae Locq.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3272725;;Cryptomycinaceae Dicosmo, Nag Raj & W.B. Kendr.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3295522;;Cryptoporaceae Jülich;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3563195;;Cryptosporellaceae Arx & E. Müll.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3297680;;Cryptotheciaceae Bonord.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3563185;;Cryptotheliaceae Walt. Watson;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3297673;;Cryptotrichaceae Bonord.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3297826;;Culicidosporaceae Locq.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3272735;;Cupulariaceae Chevall.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3289556;;Curvulariaceae Locq.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3294515;;Cyanocephalidaceae Locq.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3300074;;Cyathaceae Viégas;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3300066;;Cyclocarpaceae Hue;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3300884;;Cycloschizaceae Locq., D. Pons & Sal.-Cheb.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3295515;;Cylindrobasidiaceae Jülich;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3272714;;Cylindroroccellaceae Elenkin;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3301206;;Cylindrotrichaceae Locq.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3297567;;Cypheliomycetaceae E.A. Thomas;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3282551;;Cystangiaceae Locq.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3297011;;Cystathecaceae Henn.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3566172;;Cystoagaricaceae Locq.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3553579;;Cystocoleaceae Locq.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3563169;;Cystopodaceae Bonord.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3297789;;Cytidiaceae Jülich;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3275143;;Cytisporei Fr.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3302823;;Cytophyllopsidaceae Locq.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3296454;;Cytosporaceae Fr.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3309073;;Cyttarophyllaceae Malençon;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3289563;;Dacryobolaceae Jülich;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3272746;;Dactusneaceae Elenkin;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3553057;;Dactylariaceae Locq.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3287783;;Dactyliaceae Nann.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3287777;;Dactylinaceae M. Choisy;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3279865;;Dactylosporiaceae Locq.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3297781;;Daedaleaceae Jülich;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3287057;;Dasyscypha Nees;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3278184;;Dendrini Bonord.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3553692;;Dendrogastraceae Locq.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3297264;;Dendrosporaceae Locq.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3281054;;Dendrosporiaceae Locq.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3296859;;Dendryphiaceae Corda;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3303486;;Dermatinaceae Mattick;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3279427;;Dermatiscaceae Poelt;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3296325;;Dermatocarpaceae Stizenb.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3297469;;Dermatocarpomycetaceae E.A. Thomas;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3279807;;Dermatogastri Nees;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3292349;;Dermatopeltinaceae Höhn.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3552797;;Dermatophytaceae Galgoczy & E.K. Novák;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3295167;;Dermocystidiaceae S. Goldst.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3288364;;Deslisporaceae Locq.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3296133;;Deuterophomaceae Petri;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3270102;;Dexteriaceae Locq.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3558752;;Diachaeaceae Locq.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3297772;;Diachanthodaceae Jülich;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3297769;;Dicantharellaceae Jülich;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3296117;;Dicellomycetaceae Parmasto;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3553684;;Dichaenaceae Fr.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3297759;;Dichostereaceae Jülich;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3296104;;Dicranophoraceae J.H. Mirza;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3308132;;Dictyoarthriniaceae Locq.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3553889;;Dictyolaceae Gäum.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3296085;;Dictyonemataceae Tomas. ex Tomas.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3561555;;Dictyopeltidaceae Locq.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3296075;;Dictyosporaceae Räsänen;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3552749;;Didermataceae Locq.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3296065;;Didymobotryaceae Nann.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3553970;;Didymocladiaceae Nann.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3295701;;Digitatisporaceae Jülich;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3304992;;Digramopiosporaceae Locq.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3302362;;Digramopomopiosporaceae Locq.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3552870;;Dimastigosporiaceae Locq.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3297749;;Dimorphocystidaceae Jülich;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3554228;;Dimorphomycetaceae S. Colla;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3309533;;Dinemasporiaceae Locq.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3563131;;Dipblepharidaceae H.E. Petersen;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3289175;;Diperidiaceae Locq.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
3272470;;Diplocladiaceae Nann.;family;bf3db7c9-5e5d-4fd0-bd5b-94539eaf9598;Index Fungorum;Fungi;;;
